url	name	album	collection	number	type	rarity	release_date	energy	power	ppe	ability_name	ability_description	tags
https://cuecards.fandom.com/wiki/Aerogel	Aerogel	Space	Space Technology	STE024	Standard	Rare	15 Dec 2021	2	17	8.5	Low Density	(Draw)YourSpacecards in hand with 4 or less BaseEnergygain +7 Power until played.	
https://cuecards.fandom.com/wiki/African_Spurred_Tortoise	African Spurred Tortoise	Life on Land	Going Underground	LUN031	Limited	Rare	15 Dec 2021	3	27	9.0	Moisturise	(Play)YourOceansand Seas cards in hand gain +15 Power this turn.	
https://cuecards.fandom.com/wiki/American_Curl	American Curl	Life on Land	Cute Cats	LCC007	Standard	Common	14 Feb 2021	5	47	9.4	If I May Bend Your Ear...	(Draw)An opponent's random card in hand loses -5 Power this round and this card gains +10 Power this round.	
https://cuecards.fandom.com/wiki/Anaesthesia	Anaesthesia	Science	Marvellous Medicine	SME009	Limited	Common	31 Mar 2020	4	65	16.25	Going Under	(Return)If you lost the turn, your remaining cards in hand cost +2 Energy next turn.	
https://cuecards.fandom.com/wiki/Abacomancy	Abacomancy	Arts & Culture	The Occult	ACTO028	Limited	Epic	17 Jul 2023	4	38	9.5	Divining Patterns	(Play)If you have played 3 or moreThe Occultcards this game, gain +13 Power/Turn permanently.	
https://cuecards.fandom.com/wiki/Agouti	Agouti	Life on Land	Mammals	LMA009	Standard	Common	16 Dec 2019	5	43	8.6	N/A	N/A	
https://cuecards.fandom.com/wiki/Andromeda	Andromeda	Space	Exploring the Stars	SST005	Limited	Legendary	06 Apr 2020	9	88	9.78	Time For a Galaxy Brain Play	(Draw)YourSpacecards in hand cost -3 Energy this turn.	
https://cuecards.fandom.com/wiki/AeroVironment_RQ-11_Raven	AeroVironment RQ-11 Raven	Science	Machines of War	SMW018	Limited	Legendary	04 Oct 2021	2	23	11.5	Droning On	(Return)Your Birds,Sea BirdsandFearsome Flyerscards, wherever they are, gain +32 Power this round.	
https://cuecards.fandom.com/wiki/Aplysia	Aplysia	Oceans	Molluscs, Worms and Water Bugs	OMW009	Limited	Legendary	06 Apr 2021	8	79	9.88	Feel Good Ink	(Draw)Two random cards in your hand cost -3 Energy this turn and yourPapercard, wherever it is, gains +16 Power permanently.	
https://cuecards.fandom.com/wiki/Adam_Elsheimer	Adam Elsheimer	Arts & Culture	Prominent Painters	ACPP028	Limited	Epic	18 Jan 2022	6	56	9.33	Night Scene Influence	(Draw)If your deck has 2 or moreSpacecards, yourProminent Painterscards, wherever they are, gain +6 Power permanently.	
https://cuecards.fandom.com/wiki/Antimatter	Antimatter	Science	Dizzying Discoveries	SDD028	Limited	Legendary	17 Jun 2022	3	150	50.0	Annihilation	(Play)This card loses -150 Power and the card opposite this loses -150 Power this turn.	
https://cuecards.fandom.com/wiki/Alc%C3%A1zar_of_Seville	Alcázar of Seville	History	Wonders of Construction	EWW047	Limited	Epic	05 Dec 2022	7	67	9.57	Sunspear	(Play)If played next to Sunshine, the card opposite this loses -70 Power this turn.	
https://cuecards.fandom.com/wiki/African_Wildcat	African Wildcat	Life on Land	Cool Cats	LCA028	Limited	Common	29 Jul 2021	3	36	12.0	Neolithic Pet	(Play)YourStone ToolsandThe Wheelcards, wherever they are, gain +38 Power until played.	
https://cuecards.fandom.com/wiki/Admont_Abbey	Admont Abbey	History	Wonders of Construction	EWW049	Limited	Rare	26 Dec 2022	6	55	9.17	Ad Montes	(Play)If your deck has 2 or moreMajestic Mountainscards, yourThe Write Stuffcards, wherever they are, gain +21 Power until played.	
https://cuecards.fandom.com/wiki/Abyssinian	Abyssinian	Life on Land	Cute Cats	LCC013	Standard	Rare	25 May 2021	6	105	17.5	Into the Abyss	(Play)Your other cards in hand lose -100 Power this turn	
https://cuecards.fandom.com/wiki/Antihistamines	Antihistamines	Science	Marvellous Medicine	SME024	Limited	Legendary	22 Feb 2022	5	40	8.0	Alleviate Allergy	(Draw)Your cards in hand gain +12 Power until played and if you are losing the round, yourBrilliant Human Bodycards in hand gain +36 Power until played.	
https://cuecards.fandom.com/wiki/Antikythera_Mechanism	Antikythera Mechanism	Space	Watching the Skies	SWA019	Limited	Rare	04 Mar 2021	4	12	3.0	OK Computer	(Draw)YourIngenious Inventionscards, wherever they are, cost -1 Energy this round.	
https://cuecards.fandom.com/wiki/Amazon_River	Amazon River	Oceans	Raging Rivers	ORR010	Limited	Legendary	23 Mar 2021	7	50	7.14	Soul of the Rainforest	(Play)YourLife on Landcards, wherever they are, gain +20 Power this round.	
https://cuecards.fandom.com/wiki/Apatosaurus	Apatosaurus	Paleontology	Herbivores	PHE025	Limited	Epic	03 Jul 2021	2	21	10.5	Apat on the Back	(Play)YourFlatback Sea Turtle,Silverback GorillaandHumpback Whalecards, wherever they are, gain +40 Power until played.	
https://cuecards.fandom.com/wiki/Aloadae	Aloadae	Arts & Culture	Greek Mythology	ACGM113	N/A	Rare	22 Oct 2024	N/A	60	N/A	Twin Giants	(Play)For everyGreek Mythologycard you have played this game, to a maximum of 10, this card gains+10Power this turn.	
https://cuecards.fandom.com/wiki/Adam%27s_Apple	Adam's Apple	Science	Brilliant Human Body	SBB020	Limited	Rare	25 Feb 2022	3	17	5.67	Growing Up	(Play)If it's after Round 2, this card gains +30 Power.	
https://cuecards.fandom.com/wiki/Ammonite	Ammonite	Paleontology	Paleontology Specials	PEV003	Limited	Epic	31 Aug 2021	4	40	10.0	Fossil Fuelled	(Play)YourTrilobitecard in hand gains +35 Power this turn.(Return)This card costs +1 Energy until played.	
https://cuecards.fandom.com/wiki/Amaro_Pargo	Amaro Pargo	History	Plundering Pirates	EPP029	Limited	Epic	18 May 2022	5	36	7.2	Corsair Caballero	(Draw)For everyLost Treasurescard in your deck, up to a maximum of 5, give your cards +6 Power this turn.	
https://cuecards.fandom.com/wiki/Alligator_Gar	Alligator Gar	Oceans	Feisty Fish	OFF032	Limited	Rare	20 Apr 2023	6	57	9.5	Living Fossils	(Play)For everyOceanscard in your hand, yourPaleontologycards, wherever they are, gain +6 Power this round.	
https://cuecards.fandom.com/wiki/Andean_Bear	Andean Bear	Life on Land	Mammals	LMA047	Limited	Legendary	21 Jan 2022	3	25	8.33	What a Spectacle!	(Return)This card gains +60 Power until played. Repeat if your deck contains Glasses.	
https://cuecards.fandom.com/wiki/Amargasaurus	Amargasaurus	Paleontology	Herbivores	PHE035	Standard	Rare	04 Feb 2023	4	37	9.25	Smaller Sauropod	(Play)All cards in both players hands with 40 or more Base Power lose -20 Power this turn.	
https://cuecards.fandom.com/wiki/Agrippina_the_Elder	Agrippina the Elder	History	The Roman Empire	ERO019	Limited	Rare	15 Jul 2020	4	37	9.25	Keep Mum	(Play)YourCaligulacard in hand gains +40 Power this turn.	
https://cuecards.fandom.com/wiki/American_Crocodile	American Crocodile	Oceans	Ocean Reptiles	ORE003	Limited	Legendary	06 Aug 2020	3	31	10.33	SNAP!	(Play)Your opponent loses -2:energy/turn: this round.	
https://cuecards.fandom.com/wiki/Adventure_Galley	Adventure Galley	Oceans	Riding the Waves!	OWA024	Limited	Epic	06 Jun 2022	8	68	8.5	The Privateer's Ship	(Return)If your deck contains Captain Kidd, your remainingOceansand Seas cards in hand gain +15 Power this round.	
https://cuecards.fandom.com/wiki/Ajax_the_Great	Ajax the Great	Arts & Culture	Greek Mythology	ACGM045	Limited	Legendary	23 Feb 2022	6	80	13.33	Great Stature	(Draw)If your deck has 6 or moreGreek Mythologycards, your cards, wherever they are, gain +4 Power permanently.	
https://cuecards.fandom.com/wiki/American_Cheetah	American Cheetah	Paleontology	Ancient Creatures	PAN045	Limited	Rare	14 May 2023	6	50	8.33	Former Felidae	(Play)If your deck has 4 or moreCool Catscards, yourAncient Creaturescards in hand gain +20 Power until played.	
https://cuecards.fandom.com/wiki/%22The_Tree%22	The Tree	Life on Land	Tremendous Trees	LTT018	Limited	Legendary	17 Nov 2021	8	81	10.12	Dense Wood	(Draw)YourInstrumentalcards, wherever they are, gain +15 Power permanently.(Return)This card costs -2 Energy and gains +30 Power permanently.	
https://cuecards.fandom.com/wiki/Agatha_Christie	Agatha Christie	Arts & Culture	The Write Stuff	ACWS006	Limited	Legendary	15 Sep 2021	5	53	10.6	Sleuth the Truth	(Draw)YourArts & Culturecards, wherever they are, gain +10 Power until this is returned to your deck and yourHistorycards, wherever they are, lose -20 Power until this is returned to your deck.	
https://cuecards.fandom.com/wiki/ADEOS_II	ADEOS II	Space	Space Technology	STE026	Standard	Common	25 Feb 2022	7	96	13.71	See Ya!	(Return)This card loses -96 Power permanently.	
https://cuecards.fandom.com/wiki/Alaskan_Malamute	Alaskan Malamute	Life on Land	Dogs	LDG023	Limited	Rare	26 Jul 2021	7	50	7.14	Dog of the Last Frontier	(Return)A random card in your hand gains +50 Power this round.	
https://cuecards.fandom.com/wiki/Andrew_Jackson_and_Rachel_Donelson	Andrew Jackson and Rachel Donelson	History	History of Heartbreak	EHH002	Limited	Common	09 Feb 2021	5	42	8.4	Partisan Persecution	(Return)Your opponent loses -20 Power/Turn next turn.	
https://cuecards.fandom.com/wiki/Anomalocaris	Anomalocaris	Paleontology	Monsters of the Deep	PMO032	Limited	Legendary	13 Feb 2023	6	43	7.17	Abnormal Shrimp	(Play)For everyMonsters of the Deepcard in your deck, up to a maximum of 7, yourCrustaceanscards, wherever they are, gain +3 Power until played, and vice versa.	
https://cuecards.fandom.com/wiki/Ahuna_Mons	Ahuna Mons	Space	Planetside	SPL013	Limited	Epic	09 Dec 2022	9	97	10.78	Cryovolcanic	(Play)If your deck containsAbsolute Zeroand anyVolcanoescard, yourPlanetsidecards, wherever they are, gain +26 Power for 3 turns.	
https://cuecards.fandom.com/wiki/Andr%C3%A9-Marie_Amp%C3%A8re	André-Marie Ampère	Science	Energy	SEN018	Standard	Common	22 Jun 2020	3	30	10.0	Turn Up the Power	(Play)YourJames Wattcard in hand gains +30 Power this turn.	
https://cuecards.fandom.com/wiki/Allan_Pinkerton	Allan Pinkerton	History	Legends of the Old West	EOW016	Standard	Rare	04 Sep 2020	6	58	9.67	Spy Games	(Return)Your remainingEspionagecards in hand cost -2 Energy until played.	
https://cuecards.fandom.com/wiki/African_Lion	African Lion	Life on Land	Cool Cats	LCA008	Limited	Epic	19 Feb 2020	3	33	11.0	Everything the Light Touches	(Play)YourSunshinecard in hand gains +40 Power this turn.	
https://cuecards.fandom.com/wiki/Anchisaurus	Anchisaurus	Paleontology	Omnivores	POM020	Limited	Epic	19 Oct 2020	4	35	8.75	Survive the Blast	(Return)If you lost the turn, gain +35 Power/Turn next turn and yourPaleontologycards, wherever they are, gain +10 Power next turn.	
https://cuecards.fandom.com/wiki/Ammit	Ammit	Arts & Culture	Egyptian Mythology	ACEM048	Limited	Epic	N/A	5	42	N/A	Devourer of the Dead	(Play)One of your randomMammals,Ocean MammalsandCool Catscards, wherever they are, gain+30Power permanently.	
https://cuecards.fandom.com/wiki/51_pegasi_b	51 pegasi b	Space	Exploring the Stars	SST003	Limited	Common	11 Mar 2020	3	28	9.33	Cutting it Close	(Play)If you are losing the round, your cards in hand gain +13 Power this turn.	
https://cuecards.fandom.com/wiki/Africanised_Honey_Bee	Africanised Honey Bee	Life on Land	Venomous Creatures	LVE005	Limited	Common	08 Jan 2020	8	72	9.0	N/A	N/A	
https://cuecards.fandom.com/wiki/1000_Paper_Cranes	1000 Paper Cranes	History	Japanese Folklore	EJF001	Limited	Epic	20 Dec 2021	5	48	9.6	Wishful Thinking	(Start)If you are losing the round, this card costs -4 Energy this turn.	
https://cuecards.fandom.com/wiki/Ada_Lovelace	Ada Lovelace	Science	Pioneers of Science	SPI001	Standard	Common	19 Apr 2020	2	16	8.0	Logic Bomb	(Play)Your opponent'sSciencecards in hand lose -10 Power this turn.	
https://cuecards.fandom.com/wiki/Antarctic_Rainforest	Antarctic Rainforest	Paleontology	Land Before Time	PLB007	Limited	Epic	22 Jan 2023	6	56	9.33	Warm Interval	(Play)If it's Round 1, Round 3 or Round 5, yourIce Agecards, wherever they are, gain +15 Power until played. If it's Round 2 or Round 4, yourAncient Creaturescards, wherever they are, gain +15 Power until played.	
https://cuecards.fandom.com/wiki/Albatross	Albatross	Oceans	Sea Birds	OBI006	Standard	Epic	21 Jan 2020	5	40	8.0	Bad Omens...	(Play)Your opponent's cards in hand lose -10 Power for 2 turns.	
https://cuecards.fandom.com/wiki/African_Grey_Parrot	African Grey Parrot	Life on Land	Birds	LBI063	Limited	Legendary	23 Jun 2023	6	37	6.17	World's Smartest Bird	(Draw)For everyMega Mathcard in your hand, yourBirdscards, wherever they are, gain +9 Power for 3 turns.	
https://cuecards.fandom.com/wiki/Aeolus	Aeolus	Arts & Culture	The Original Odyssey	ACOO018	Standard	Epic	12 Apr 2022	3	27	9.0	Wind Waker	(Play)If your deck contains The Bag of Wind, yourRiding the Waves!andPlundering Piratescards in hand gain +35 Power this turn.	
https://cuecards.fandom.com/wiki/Amstel	Amstel	Oceans	Raging Rivers	ORR019	Standard	Legendary	17 Dec 2021	3	0	0.0	Expertly Channeled	(Play)This card gains +40 Power for 6 turns.	
https://cuecards.fandom.com/wiki/Amazonian_Giant_Centipede	Amazonian Giant Centipede	Life on Land	Venomous Creatures	LVE030	Limited	Epic	03 Jan 2022	4	0	0.0	Rather Repulsive	(Play)If your deck has 1 or fewerLife on Landcards, this card gains +35 Power this turn. Repeat if your deck has noOceans& Seas cards.	
https://cuecards.fandom.com/wiki/Algebra	Algebra	Science	Mega Math	SMA007	Standard	Common	29 Nov 2019	3	26	8.67	N/A	N/A	
https://cuecards.fandom.com/wiki/Anaglyph_3D	Anaglyph 3D	Science	Stage and Screen	SSC007	Limited	Epic	11 Apr 2022	8	58	7.25	Complementary Color	(Play)If played next to an Arts and Culture andSciencecard, yourSciencecards, wherever they are, gain +20 Power this round.	
https://cuecards.fandom.com/wiki/Alexander_I_of_Serbia_and_Draga_Ma%C5%A1in	Alexander I of Serbia and Draga Mašin	History	History of Heartbreak	EHH015	Limited	Epic	03 Jul 2021	5	47	9.4	Coup	(Draw)Your opponent's cards in hand lose -8 Power (and if you are losing the round, an extra -8 Power) this turn.	
https://cuecards.fandom.com/wiki/Apennine_Colossus	Apennine Colossus	History	Wonders of Construction	EWW050	Limited	Legendary	10 Feb 2023	6	58	9.67	Man of the Mountains	(Draw)If your deck contains at least 1Majestic Mountainscard, yourRaging Riverscards, wherever they are, gain +24 Power until played.	
https://cuecards.fandom.com/wiki/1914_Christmas_Truce	1914 Christmas Truce	History	History Special Fusions	FHI007	Standard	Fusion	18 Dec 2021	0	40	40.0	Ceasefire	(Play)All cards in both player's hands lose -40 Power this turn.(Return)A random card in your hand gains +120 Power next turn and an opponent's random card in hand gains +120 Power next turn.	
https://cuecards.fandom.com/wiki/American_Badger	American Badger	Life on Land	Going Underground	LUN040	Limited	Legendary	25 May 2022	6	20	3.33	Badgering On	(Draw)YourLife on Landcards in hand gain +5 Power permanently.(Play)YourLife on Landcards in hand gain +4 Power permanently.(Return)Your remainingLife on Landcards in hand gain +3 Power permanently.	
https://cuecards.fandom.com/wiki/Alexis_Carrel	Alexis Carrel	Science	Pioneers of Science	SPI037	Standard	Common	29 Jan 2023	4	38	9.5	Scientific Scorn	(Draw)YourDebunked!cards in hand gain +10 Power until played.	
https://cuecards.fandom.com/wiki/Alice_Ball	Alice Ball	Science	Pioneers of Science	SPI038	Standard	Epic	15 Feb 2023	6	57	9.5	The Ball Method	(Play)YourMarvellous Medicinecards, wherever they are, gain +15 Power until played.	
https://cuecards.fandom.com/wiki/Anhanguera	Anhanguera	Paleontology	Fearsome Flyers	PFF002	Limited	Common	18 Mar 2020	4	30	7.5	hanguera Pangs	(Draw)Gain +1 Energy.	
https://cuecards.fandom.com/wiki/Absolute_Zero	Absolute Zero	Science	Dizzying Discoveries	SDD022	Limited	Epic	17 Jun 2021	3	29	9.67	In The Freezer	(Play)YourIce Agecards in hand gain +23 Power this turn.(Return)YourIce Agecards, wherever they are, gain +5 Power until played.	
https://cuecards.fandom.com/wiki/Acrocanthosaurus	Acrocanthosaurus	Paleontology	Carnivores	PCA023	Standard	Legendary	14 Nov 2020	4	16	4.0	Grow a Spine	(Play)YourPaleontologycards in hand gain +20 Power this round.(Play)If your deck has onlyPaleontologycards, they gain an extra +15 Power this round.	
https://cuecards.fandom.com/wiki/Antivenom	Antivenom	Science	Marvellous Medicine	SME025	Limited	Epic	03 Oct 2022	6	52	8.67	Envenomation	(Draw)If your deck has 4 or moreVenomous Creaturescards, yourLife on Landcards, wherever they are, cost -1 Energy for 3 turns.	
https://cuecards.fandom.com/wiki/Aldabra_Giant_Tortoise	Aldabra Giant Tortoise	Life on Land	Reptiles	LRE037	Standard	Epic	27 Jan 2023	3	23	7.67	Tortoise Turf	(Draw)For everyReptilescard in your deck, yourReptilescards, wherever they are, gain +1 Power until played.	
https://cuecards.fandom.com/wiki/1849_Gold_Rush	1849 Gold Rush	History	Legends of the Old West	EOW019	Standard	Legendary	12 Dec 2020	4	49	12.25	Miner Inconvenience	(Play)YourGoldcard, wherever it is, gains +30 Power until played.(Return)YourRaging Riverscards, wherever they are, gain +7 Power permanently.	
https://cuecards.fandom.com/wiki/Alexander_Graham_Bell	Alexander Graham Bell	Science	Pioneers of Science	SPI012	Standard	Common	19 Apr 2020	2	18	9.0	N/A	N/A	
https://cuecards.fandom.com/wiki/Allosaurus	Allosaurus	Paleontology	Carnivores	PCA001	Standard	Common	28 Nov 2019	3	26	8.67	Different Lizard	(Play)YourReptilescards in hand gain +10 Power this turn and next.	
https://cuecards.fandom.com/wiki/3D_Food_Printing	3D Food Printing	Science	Ingenious Inventions	SNV047	Limited	Rare	14 Sep 2022	4	35	8.75	Foods of the Future	(Play)YourFuturologycards, wherever they are, gain +14 Power until played.	
https://cuecards.fandom.com/wiki/Ancient_Olympia	Ancient Olympia	History	Ancient Greece	EAG012	Standard	Common	29 Nov 2019	2	18	9.0	Olympic Spirit	(Return)If you won the turn, gain +2 Energy.	
https://cuecards.fandom.com/wiki/African_Elephant	African Elephant	Life on Land	Mammals	LMA018	Standard	Legendary	26 Sep 2020	6	58	9.67	Trunk-ated	(Play)YourWoolly MammothandMastodoncards, wherever they are, gain +20 Power until played.	
https://cuecards.fandom.com/wiki/Ace_of_Pentacles	Ace of Pentacles	Arts & Culture	Tarot	ACTA021	Limited	Epic	03 Jul 2022	5	55	11.0	New Opportunities	(Draw)If it's the first turn of a round, your cards in hand gain +30 Power until played. If you have lost 1 or more rounds this game, your cards in hand lose -30 Power until played.	
https://cuecards.fandom.com/wiki/Agamemnon	Agamemnon	Arts & Culture	Greek Mythology	ACGM043	Limited	Epic	23 Feb 2022	4	38	9.5	Sacrificial	(Play)If your deck has 3 or moreGreek Mythologycards, this card gains +90 Power and your otherGreek Mythologycards in hand lose -40 Power this turn.	
https://cuecards.fandom.com/wiki/Alpine_Skiing	Alpine Skiing	Arts & Culture	Good Sports	ACSP004	Limited	Epic	10 Jan 2021	3	15	5.0	Off-Piste	(Draw)A random card in your hand gains +35 Power this round.	
https://cuecards.fandom.com/wiki/Amber_Fort	Amber Fort	History	Wonders of Construction	EWW053	Limited	Legendary	27 Jun 2023	8	80	10.0	Artistic Elements	(Play)If played next to anyArts & Culturecard, yourExciting Explorationcards, wherever they are, gain +24 Power until played.	
https://cuecards.fandom.com/wiki/Abu_Simbel	Abu Simbel	History	Ancient Egypt	EEG006	Standard	Common	11 Dec 2019	6	51	8.5	N/A	N/A	
https://cuecards.fandom.com/wiki/Angel_Oak	Angel Oak	Life on Land	Tremendous Trees	LTT011	Limited	Epic	01 May 2021	5	54	10.8	Arbor Day	(Play)YourTremendous Treescards in hand gain +28 Power this turn.	
https://cuecards.fandom.com/wiki/Alexander_the_Great	Alexander the Great	History	Ancient Greece	EAG006	Level-up	Legendary	10 Dec 2019	4	28	7.0	Aristotle's Pupil	(Play)Gain +2:energy/turn: for 4 turns.	
https://cuecards.fandom.com/wiki/Alexandre_Dumas	Alexandre Dumas	Arts & Culture	The Write Stuff	ACWS012	Limited	Common	15 Sep 2021	1	10	10.0	One for All	(Play)Your cards, wherever they are, gain +1 Power permanently.	
https://cuecards.fandom.com/wiki/Aaron_Burr	Aaron Burr	History	The American Revolution	EAM001	Limited	Epic	26 Apr 2022	1	1	1.0	Wait For It	(Play)If it's Round 5, this card gains +90 Power.	
https://cuecards.fandom.com/wiki/American_Pit_Bull_Terrier	American Pit Bull Terrier	Life on Land	Dogs	LDG033	Standard	Epic	06 Nov 2022	7	63	9.0	Restricted	(Draw)If your deck has 4 or moreDogscards, yourDogscards, wherever they are, gain +16 Power until played and yourDogscards in handLockthis round.	
https://cuecards.fandom.com/wiki/Ace_of_Cups	Ace of Cups	Arts & Culture	Tarot	ACTA023	Limited	Legendary	13 Jul 2022	4	40	10.0	Overflowing Emotion	(Play)Your cards adjacent to this gain +20 Power permanently.(Return)Your cards adjacent to this cost +1 Energy permanently.	
https://cuecards.fandom.com/wiki/Agriotherium	Agriotherium	Paleontology	Ice Age	PIC023	Standard	Epic	24 May 2023	6	20	3.33	Wild Beast	(Play)For everyIce Agecard you have played this game, up to a maximum of 12, this card gains +10 Power permanently.	
https://cuecards.fandom.com/wiki/Apollo	Apollo	History	Ancient Greece	EAG011	Standard	Common	29 Nov 2019	5	47	9.4	Love/Hate Relationship	(Play)YourDaphnecard in hand gains +50 Power this turn.	
https://cuecards.fandom.com/wiki/Albert_Camus	Albert Camus	Arts & Culture	The Write Stuff	ACWS040	Limited	Rare	09 Mar 2023	6	56	9.33	Existential Absurdism	(Play)YourPhilosophycards, wherever they are, gain +9 Power until played. Repeat if played next to Friedrich Nietzsche.	
https://cuecards.fandom.com/wiki/Alpaca	Alpaca	Life on Land	Mammals	LMA046	Limited	Legendary	04 Jan 2022	5	90	18.0	Alpacalypse	(Play)All other cards in both player's hands lose -20 Power this turn.	
https://cuecards.fandom.com/wiki/Amaterasu	Amaterasu	History	Japanese Folklore	EJF005	Limited	Epic	16 Jan 2022	5	43	8.6	Naiku	(Start)YourIse Grand Shrinecard, wherever it is, gains +15 Power until played.	
https://cuecards.fandom.com/wiki/Abraham_Van_Helsing	Abraham Van Helsing	Arts & Culture	Horrible Halloween	ACHA012	Limited	Epic	28 Oct 2021	5	49	9.8	Slayer	(Play)Your opponent'sHorrible Halloweencards in hand lose -20 Power this turn.(Return)Your opponent'sCount Draculacard, wherever it is, costs +1 Energy until played.	
https://cuecards.fandom.com/wiki/Antiguan_Carpets	Antiguan Carpets	Arts & Culture	Arts & Culture Specials	ACEV012	Limited	Rare	15 Apr 2022	6	55	9.17	Flower Carpet	(Play)If your deck has 6 or morePlant Lifecards, this card gains +40 Power.	
https://cuecards.fandom.com/wiki/Amethyst	Amethyst	Science	Hidden Gems	SGM020	Limited	Rare	02 Feb 2022	3	37	12.33	We Are The Crystal Gems	(Play)YourGarnetandPearlcards in hand gain +37 Power this turn.	
